序号,p_date,comment_id,评论链接,comment_content,voice_asr_text,voice_duration,show_comment_cnt_td,direct_reply_comment_cnt_td,like_comment_cnt_td,dislike_comment_cnt_td,voice_resource_id,链接,内容分,音频分,优质判断,意图表达,评论内容和语音内容的关系,语音音频和语音asr文本内容的关系,标注员
619.0,20260603.0,1134730425005.0,,偷查女儿手机，就怕看一些不健康的，结果她居然看这么优质的视频，青春的模样真的太棒了，加油！💖💖💖💖,或许之内可以发。,2462.0,10646.0,5.0,7.0,0.0,VX5NEBYWda4.aac,,0.0,0.0,一般,发语音玩,相关-互为补充,语义相等内容有差异,孙素青
620.0,20260610.0,1137237887688.0,,随便唱了两句[都市丽人],森林很美，是我的家。无忧无虑，嘻嘻哈哈。,8625.0,10644.0,28.0,69.0,1.0,7KZkH9pF1-I.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
621.0,20260610.0,1133128472743.0,,,回忆的模样总忘了吧，对不起是我自己不了解给了你。一次又一次伤害，翻山越岭，找不到像你一样存在，不存在。分开了一个秋秋又冬夏。对你的思念它还在挣扎，我一个人停停走走，找不到出口。在那些和你错开的时间里，我骗过我自己，以为能忘了你。,40596.0,10620.0,7.0,62.0,1.0,sTAn-VTTuCg.aac,,0.0,1.0,优质,唱歌/朗诵,无评论内容,语义相等内容有差异,孙素青
622.0,20260610.0,1138499326582.0,,[色],哈喽哈喽表妹你好呀，表妹。,3699.0,10615.0,14.0,43.0,0.0,n-M2zlb45WU.aac,,0.0,0.0,一般,打招呼/问候,相关-引导听评论,语义相等内容有差异,孙素青
623.0,20260610.0,1131719779328.0,,我这辣条音也就只能这样了[难过],污染我啊，就是一种无法担清心寒的。无名指扛住了柴米油盐的麻烦，扛住了朋友聚会的调侃。,16878.0,10613.0,9.0,100.0,0.0,peopwsjRjf4.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
624.0,20260609.0,1131442121219.0,,我的别喷[大哭],扎瓦路多。,4464.0,10611.0,12.0,10.0,3.0,69BdSiT6YuM.aac,,0.0,1.0,优质,玩梗/搞笑,相关-引导听评论,不相关,孙素青
625.0,20260609.0,1131925718237.0,,让我试试,你好。,1095.0,10611.0,14.0,24.0,0.0,MEfbi5kDu7A.aac,,0.0,0.0,一般,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,孙素青
626.0,20260602.0,1136710427019.0,,,来来来都别说话，队友别说话，来，321，嘿嘿嘿。,5443.0,10590.0,57.0,195.0,1.0,wC0M4ZHZMB0.aac,,0.0,1.0,优质,玩梗/搞笑,无评论内容,语义相等内容有差异,孙素青
627.0,20260608.0,1132663127506.0,,笑得我好崩溃呀[惊恐],噢。好啦，干巴得。,4456.0,10569.0,29.0,26.0,4.0,epMsbnPui9E.aac,,1.0,1.0,优质,玩梗/搞笑,相关-互为补充,不相关,孙素青
628.0,20260610.0,1137069182497.0,,凑合听吧,怎么忍心怪你对我太独特。无时无刻像是一首无法停止的曲循环的。无兵哥扛住了柴米油盐的麻烦，扛住了朋友聚会的调侃。,25003.0,10565.0,12.0,70.0,1.0,pohQzicCqVw.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
629.0,20260610.0,1135003702463.0,,嘿嘿,谁倾听所有对我大风咆哮，而你的落下我的世界乱转变幻，你却没时常啦。啦啦啦啦，我心爱的你呀。,14831.0,10563.0,12.0,111.0,0.0,-eB27oJpiVQ.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
630.0,20260610.0,1134965443910.0,,极品辣条音[惊恐],不是我这个极品辣条音怎么唱啊。,3354.0,10560.0,5.0,9.0,0.0,n1OGOzarEtM.aac,,0.0,0.0,一般,提问,相关-引导听评论,语义相等内容有差异,孙素青
631.0,20260610.0,1131165310821.0,,真的[流鼻血],哈喽。,1177.0,10546.0,32.0,33.0,0.0,qDwsVVq7JNI.aac,,0.0,0.0,一般,打招呼/问候,相关-引导听评论,完全一致,孙素青
632.0,20260610.0,1138838027435.0,,祝你们考试顺利！[爱心],早上好呀，闺蜜们。,2384.0,10543.0,27.0,182.0,0.0,XG2mVRHFGS0.aac,,0.0,1.0,优质,打招呼/问候,相关-互为补充,完全一致,孙素青
633.0,20260610.0,1137826798408.0,,像不像？,不拿娜。,1318.0,10538.0,45.0,106.0,0.0,6ltYeMm8eaM.aac,,0.0,1.0,优质,玩梗/搞笑,相关-引导听评论,不相关,孙素青
634.0,20260608.0,1132072276235.0,,[捂脸]自己听给我整笑了,有一个天空。school missity,4741.0,10534.0,2.0,3.0,0.0,xOos1CAlPuE.aac,,1.0,1.0,优质,玩梗/搞笑,相关-引导听评论,不相关,孙素青
635.0,20260610.0,1132629989050.0,,不如喘口气吧，小大人[调皮],不如喘口气吧，小大人真心很鬼鬼鬼。不要什么都往心里去，没心没肺才能过得不累。,11057.0,10526.0,11.0,79.0,1.0,X8nUXpE4BB8.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
636.0,20260610.0,1140077473238.0,,搞得谁没有语音似的[生气]全是表情包,谁没有语音试的，评论区全是表情包。,4145.0,10525.0,10.0,11.0,2.0,574DQqXxW4A.aac,,0.0,0.0,一般,吐槽/批评,相关-互为补充,语义相等内容有差异,孙素青
637.0,20260610.0,1132255746927.0,,有点跑调了，不喜勿喷[爱心],把你的心给我，把你的爱给我，只要我才能打胆尝试，有更多的把握。,9748.0,10513.0,4.0,41.0,0.0,8xIABMjQ-VA.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
638.0,20260610.0,1140230805920.0,,vivo也能发,VIVO的也能发。,2101.0,10502.0,9.0,2.0,1.0,Y6GnKmnZwYY.aac,,0.0,0.0,一般,发语音玩,相关-引导听评论,完全一致,孙素青
639.0,20260606.0,1133420161786.0,,[落泪],早就有了闺蜜。,1988.0,10497.0,2.0,4.0,0.0,2FE3-MrOids.aac,,0.0,0.0,一般,简短回应,相关-引导听评论,完全一致,孙素青
640.0,20260610.0,1137907080508.0,,播娜娜,宝奶奶。,2199.0,10493.0,9.0,31.0,0.0,jQg6G3bKejQ.aac,,0.0,1.0,优质,玩梗/搞笑,相关-引导听评论,不相关,孙素青
641.0,20260610.0,1137832129978.0,,可能有点不太对这个音调,啊，侦察声音这种声音对吧？我家强，这是猪头型。糖果罐里好多颜色。糖果果，嗯。糖果碗里好的颜色。,20473.0,10492.0,13.0,50.0,1.0,9BJr9_UNuuo.aac,,1.0,1.0,优质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,孙素青
642.0,20260610.0,1132173802251.0,,也是，终于可以发语音了,牛逼呀，我的手机也可以发语音了。,3747.0,10486.0,7.0,10.0,1.0,VSHOXq-tYEM.aac,,0.0,0.0,一般,发语音玩,相关-互为补充,语义相等内容有差异,孙素青
643.0,20260610.0,1134530038577.0,,我有语音就发发[龇牙],谁人记那里花落全是界。哼哼，我心扉是不可转，我心扉是不可卷。,18345.0,10485.0,14.0,168.0,0.0,JXWnP9pffOA.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
644.0,20260610.0,1134748062535.0,,[大哭]咋感觉这么奇怪？,分开时我会笑着说。当朋友问你关于我。我都会轻描淡写。仿佛没爱过。,18755.0,10484.0,7.0,29.0,0.0,WSQxnLCIlH4.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
645.0,20260610.0,1132020639190.0,,也是原声ok[憨笑哪吒],不在依赖姐姐算长大吗？,2750.0,10469.0,15.0,51.0,0.0,Pf7gX4LN2tg.aac,,0.0,1.0,优质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,孙素青
646.0,20260610.0,1136497804965.0,,,不要相信哦，我们现在的声音是这样的。,4662.0,10460.0,7.0,10.0,0.0,RF8awTZapBM.aac,,0.0,0.0,一般,玩梗/搞笑,无评论内容,语义相等内容有差异,孙素青
647.0,20260610.0,1140185547461.0,,我mua你一口[亲亲],木马。,1442.0,10455.0,28.0,173.0,0.0,FS_wEiuKRbA.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,不相关,孙素青
648.0,20260610.0,1139012882765.0,,他翻一下我笑一下,嘿嘿嘿嘿。哈哈哈。哼。,16755.0,10454.0,40.0,210.0,0.0,smlUi0eBSzM.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,不相关,孙素青
649.0,20260610.0,1139655124420.0,,[大哭][大哭][大哭][大哭]辛巴来了都憋不住的,不是别逗我笑啊。,2942.0,10442.0,5.0,19.0,1.0,yWSvTsmoEBQ.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,语义相等内容有差异,孙素青
650.0,20260610.0,1135124497606.0,,,喝喽贝儿。,1736.0,10440.0,22.0,333.0,1.0,xI_gcDzX_-k.aac,,0.0,1.0,优质,玩梗/搞笑,无评论内容,不相关,孙素青
651.0,20260610.0,1131996081728.0,,小蛋糕[调皮],像是一场无法定制单曲循环的无名格，看出了柴米。油盐的麻烦赶出了朋友聚会的调侃。,16581.0,10436.0,84.0,95.0,3.0,79uqrdvUZ68.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
652.0,20260610.0,1138108247769.0,,好想笑。[猪蹄],娜娜。,2126.0,10433.0,23.0,88.0,0.0,xJyMLBuBErQ.aac,,1.0,1.0,优质,玩梗/搞笑,相关-互为补充,不相关,孙素青
653.0,20260607.0,1137569837052.0,,好听，我也能，不好听别喷,无时无刻像是一首无法停止单曲循环的。无名格扛住了柴米油盐的麻烦，扛住了朋友聚会的调侃。,17289.0,10403.0,7.0,78.0,0.0,m665YtHdMh4.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
654.0,20260610.0,1131768258719.0,,辣条音来了,怎么忍心怪你对我太独特。无时无刻像是一首无法停止单曲循环的。无名格扛住了柴米油盐的麻烦，扛住了朋友聚会的调侃。扛住了世俗生活的刁难，却扛不住对你的喜欢。,28222.0,10383.0,17.0,69.0,0.0,x-AniKDrKCQ.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
655.0,20260610.0,1133731581191.0,,,向上向上，向上，向上向上要尊重老人家。,8642.0,10381.0,22.0,52.0,1.0,Pv-9ozryh3E.aac,,1.0,1.0,优质,玩梗/搞笑,无评论内容,语义相等内容有差异,孙素青
656.0,20260610.0,1138170619915.0,,读的好像有点不太对,sity spection。,2284.0,10376.0,13.0,74.0,0.0,t0dwu4Y0Jrs.aac,,0.0,0.0,一般,玩梗/搞笑,相关-引导听评论,不相关,孙素青
657.0,20260610.0,1135297235138.0,,别喷！[都市丽人],没有任何意义，其实你根本没爱过脑袋空白太值得。我写了这首歌，其实没什么舍不得，只是眼睛紫色是红色。把你的心给我，把你的爱给我，这样才能让我拥有更多的把握。我要的也不多。,25990.0,10374.0,12.0,65.0,0.0,LwmtT9c9wAo.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
658.0,20260610.0,1136089130672.0,,感冒尽力了,脑袋空白的此刻我写了这首歌，其实没什么舍不得。只是眼睛酸涩全是红色。把你的心给我，把你的爱给我，这样我才能大胆尝试，有更多的把握。我要的也不多，你不要嫌我啰嗦，我只是十分害怕，不小心与你错过。,29271.0,10359.0,13.0,117.0,0.0,Qrh9XTxu88g.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
659.0,20260603.0,1131139786908.0,,,我去，我去，太好听了，太好听了。,3269.0,10358.0,6.0,16.0,0.0,WHtRmgw_gTw.aac,,0.0,0.0,一般,观点表达,无评论内容,语义相等内容有差异,孙素青
660.0,20260610.0,1136577141425.0,,笑死我了有一个女生绷不住了,啊哈哈啊哈哈。,3260.0,10355.0,67.0,129.0,0.0,77S7Bl3oaH4.aac,,0.0,-1.0,劣质,玩梗/搞笑,相关-互为补充,语义相等内容有差异,孙素青
661.0,20260610.0,1131480159010.0,,奇怪 怎么有拖拉机声 [惊恐],别让姐姐会上厕所。嗯。啊。,9825.0,10350.0,11.0,21.0,3.0,l6FSR2EsTY0.aac,,0.0,0.0,一般,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,孙素青
662.0,20260610.0,1140117522520.0,,,对的对的。,1578.0,10347.0,3.0,3.0,2.0,cFPvjITlV60.aac,,0.0,0.0,一般,简短回应,无评论内容,完全一致,孙素青
663.0,20260610.0,1131488046115.0,,大新闻又爆炸了😜谁又登上了大雅之堂🤔妈妈炒的饭真香🤤管他吃完会不会胖🫃🏼我😁站在山坡上😴悠哉悠哉向下望👿我是最大的太阳👅只管把你照亮😇长的丑💁活得久🙆长得帅也惹人爱🐽可就算我是一个丑八怪🧌也积极又可爱🥰,大新闻又爆炸了，就登上大牙齿堂，妈妈炒的饭粥，相关的吃完会不会胖我。站在山坡上悠哉悠哉往下望，我是最大的太阳，只管把你们照亮，长得丑活得久。长得帅惹人爱，就算我是一个丑八怪，也积极又可爱，木马。,26252.0,10342.0,17.0,50.0,0.0,4i6Ns4zoY7c.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
664.0,20260610.0,1131807533594.0,,勉强弄两手，嘿嘿嘿[亲吻][亲吻][亲吻][亲吻],妈妈吃饱了。,4164.0,10338.0,13.0,22.0,0.0,R1CQjs4oERE.aac,,0.0,1.0,优质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,孙素青
665.0,20260610.0,1133801693974.0,,,向后向后，向后，向后向后起架回勾。,7219.0,10335.0,35.0,80.0,1.0,3OSXD06HgUU.aac,,1.0,1.0,优质,玩梗/搞笑,无评论内容,语义相等内容有差异,孙素青
666.0,20260610.0,1132470968182.0,,[惊恐],我也被偷拍了，我也是受害者。,3970.0,10334.0,13.0,67.0,2.0,ixsckKYRq9U.aac,,0.0,1.0,优质,玩梗/搞笑,相关-引导听评论,完全一致,孙素青
667.0,20260610.0,1139584129954.0,,,胡萝卜。,2401.0,10329.0,2.0,8.0,1.0,_e3H-Rs0hTk.aac,,0.0,0.0,一般,玩梗/搞笑,无评论内容,语义相等内容有差异,孙素青
668.0,20260610.0,1133583520415.0,,是这样嘛？[尊嘟假嘟],快递。呵呵呵呵呵。呵呵呵呵呵呵。,8763.0,10324.0,12.0,54.0,0.0,0xaS9rheiGA.aac,,0.0,0.0,一般,玩梗/搞笑,相关-引导听评论,不相关,孙素青
669.0,20260610.0,1139804782137.0,,作者打喷嚏,啊啊啊。是关中网络。,6524.0,10321.0,3.0,39.0,0.0,VjGJLaR43Mc.aac,,1.0,1.0,优质,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,孙素青
670.0,20260610.0,1132393124818.0,,我不行了[做不完],哈哈哈哈哈哈哈哈哈哈。,6757.0,10320.0,13.0,51.0,0.0,b0Pi4dvyxtc.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,不相关,孙素青
671.0,20260610.0,1137143257753.0,,辣条音来发力了,爱恨从眼前飞越。我看见了最阳光的笑脸。好时光改背宝贝，因为有限。,14286.0,10319.0,9.0,45.0,0.0,nUj-0mgWYDo.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
672.0,20260603.0,1131156248447.0,,,卧槽，我竟然被快手选中了好吧。,4832.0,10318.0,9.0,35.0,0.0,7J9wzrhgPMk.aac,,0.0,0.0,一般,发语音玩,无评论内容,语义相等内容有差异,孙素青
673.0,20260610.0,1131882219744.0,,快发一下呗[都市丽人],我昨天给你发语音，你看发一下呗，你这。,3893.0,10318.0,6.0,10.0,0.0,9BPmxsbcChw.aac,,0.0,0.0,一般,社交互动,相关-引导听评论,语义相等内容有差异,孙素青
674.0,20260610.0,1136339131915.0,,浅浅的来唱一下吧,如果你说我太过的软弱。如果这个理由抛弃了，放下了我可怎么就不给我一点机会。别再离开我，请你相信我。,21600.0,10315.0,18.0,112.0,1.0,D1el16Ahw24.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
675.0,20260604.0,1131884109166.0,,,我爱。钓鱼。,9477.0,10308.0,9.0,14.0,1.0,_aZ1wEzUUvg.aac,,0.0,0.0,一般,玩梗/搞笑,无评论内容,语义相等内容有差异,孙素青
676.0,20260610.0,1132241809880.0,,,媳妇儿。,2177.0,10298.0,6.0,10.0,0.0,Yvw_iGvRGyU.aac,,0.0,0.0,一般,玩梗/搞笑,无评论内容,语义相等内容有差异,孙素青
677.0,20260606.0,1132278006254.0,,,扛住了柴米油盐的麻烦，扛住了朋友聚会的调侃。,9075.0,10296.0,13.0,111.0,1.0,aln2MtN6Qvo.aac,,0.0,1.0,优质,唱歌/朗诵,无评论内容,语义相等内容有差异,孙素青
678.0,20260610.0,1139509539323.0,,笑死我了,哦哈哈哈哈哈，论区都是啥呀，哈哈哈哈。,10545.0,10295.0,18.0,89.0,0.0,qB5--Dva09s.aac,,0.0,0.0,一般,玩梗/搞笑,相关-互为补充,语义相等内容有差异,孙素青
679.0,20260606.0,1131425450812.0,,给你们唱一个,戒了烟我不习惯，没有你我怎么办？三年零一个礼拜才学会怎么忍耐。你给过我的伤害是没有一句责怪。戒了烟燃伤悲伤我也不想。,32588.0,10289.0,2.0,17.0,0.0,J1RsP0gNDzc.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
680.0,20260610.0,1138722282114.0,,学的不像不喜勿喷,sixty firstion。,1486.0,10278.0,3.0,8.0,0.0,SAGdqo6Bc_0.aac,,0.0,1.0,优质,玩梗/搞笑,相关-引导听评论,不相关,孙素青
681.0,20260610.0,1134760589959.0,,有歌还不会唱[大哭][憨笑哪吒],走。感情里的怪卡，有铺垫就不尴尬。,7027.0,10275.0,3.0,0.0,0.0,iWFOkCAaZQg.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
682.0,20260610.0,1138255848805.0,,我也来试一下吧[尊嘟假嘟],十里桃花。待家的年华。凤冠的珍珠。挽进头发。,12743.0,10269.0,14.0,49.0,3.0,CbHoSzAHeHg.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
683.0,20260610.0,1132188708377.0,,,没有任何意义，其实你根本不爱过我，脑袋空白在此刻。我写了这首歌，其实没什么舍不得，只是眼睛酸涩。全是红色，把你的心给我，把你的爱给我，这样我才能大力尝试，有更多的把握。我要的也不多，你不要嫌我啰嗦，我只是害怕不小心与你错过。,28577.0,10266.0,6.0,40.0,0.0,ZA_uR_4ZkYs.aac,,0.0,1.0,优质,唱歌/朗诵,无评论内容,语义相等内容有差异,孙素青
684.0,20260608.0,1136495559955.0,,[色]辣条音来接,思念成难眠，时间不止心迁，想做你几场天花一场相约只为心愿壳。正夜。现实和梦啊原来都在一瞬间，我们的心像烟火一朵连结着一朵。不独自飘落，赶走了寂寞，转身你在原地等我。,28223.0,10261.0,20.0,112.0,1.0,h1Cf2yHWHGY.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
685.0,20260610.0,1139908156063.0,,烟抽多了 小夹了一下 [憨笑哪吒],我听见你心中那动人的天籁，就忽如一夜春风袭来，满面桃花开，我忍不住去采。我忍不住去摘，敞开胸怀为你等待，令抬令抬抬。,15764.0,10261.0,7.0,15.0,1.0,gTkds2sB5wQ.aac,,0.0,1.0,优质,唱歌/朗诵,相关-引导听评论,语义相等内容有差异,孙素青
686.0,20260610.0,1132374299587.0,,,我的妈呀，妲己，我靠，笑死我了，你做生意。,5010.0,10249.0,4.0,16.0,0.0,U8i409n9r08.aac,,0.0,1.0,优质,玩梗/搞笑,无评论内容,语义相等内容有差异,孙素青
687.0,20260610.0,1137688289567.0,,,我那个雷霆变声器。,2726.0,10249.0,2.0,1.0,0.0,PUB5CDG71K8.aac,,0.0,0.0,一般,观点表达,无评论内容,语义相等内容有差异,孙素青
688.0,20260603.0,1134759589628.0,,超绝水管音，嗯对,小哥哥太小了。叫叔叔太老了。想妈妈。性别不对，你想想。嗯，要叫我什么？,25344.0,10241.0,25.0,13.0,2.0,cb-hbFXucAc.aac,,0.0,0.0,一般,玩梗/搞笑,相关-引导听评论,语义相等内容有差异,孙素青
